Group,Code,Name,Description,Color,Facility Map,ZoneType,ZoneGroup,Zone Points,Zone Properties
">LAM>METRORAILBUS",126,Wilshire/Normandie,,"#8138FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.49034328794103|34.01378332071809;-118.49034328794103|34.01390560164493;-118.49018235540011|34.01390560164493;-118.49018235540011|34.01378332071809,
">LAM>METRORAILBUS",1264,Atlantic,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48538120126348|34.013271962206744;-118.48538120126348|34.0134031370751;-118.48520417546848|34.0134031370751;-118.48520417546848|34.013271962206744,
">LAM>METRORAILBUS",1265,E LA Civic Center,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48571379518131|34.01328530203311;-118.48571379518131|34.01339869047269;-118.48556359147648|34.01339869047269;-118.48556359147648|34.01328530203311,
">LAM>METRORAILBUS",1266,Maravilla,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48605711793525|34.013400913773914;-118.48586131667714|34.013400913773914;-118.48586131667714|34.01326973890213;-118.48605711793525|34.01326973890213,
">LAM>METRORAILBUS",1267,Indiana,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48639239406208|34.01327863212018;-118.48639239406208|34.01341203027915;-118.48621268605808|34.01341203027915;-118.48621268605808|34.01327863212018,
">LAM>METRORAILBUS",1268,Soto,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48670889472585|34.01326973890213;-118.48670889472585|34.01339869047269;-118.48655869102103|34.01339869047269;-118.48655869102103|34.01326973890213,
">LAM>METRORAILBUS",1269,Mariachi,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48704953527073|34.01326973890213;-118.48704953527073|34.013400913773914;-118.48687787389377|34.013400913773914;-118.48687787389377|34.01326973890213,
">LAM>METRORAILBUS",127,Wilshire/Western,,"#8138FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.49083144998173|34.01389893178075;-118.4906785640679|34.01389893178075;-118.4906785640679|34.01378776730035;-118.49083144998173|34.01378776730035,
">LAM>METRORAILBUS",1270,Pico/Aliso,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48739285802465|34.01326751559749;-118.48739285802465|34.013400913773914;-118.48722119664768|34.013400913773914;-118.48722119664768|34.01326751559749,
">LAM>METRORAILBUS",1271,Little Tokyo,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48774690961463|34.0135254185495;-118.48758061265569|34.0135254185495;-118.48758061265569|34.013396467171404;-118.48774690961463|34.013396467171404,
">LAM>METRORAILBUS",128,Vermont/Beverly,,"#FF250D",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48969151115041|34.01399230983179;-118.48969151115041|34.01410347404438;-118.48953326081853|34.01410347404438;-118.48953326081853|34.01399230983179,
">LAM>METRORAILBUS",129,Vermont/Santa Monica,,"#FF250D",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.4897263798676|34.014319132201685;-118.4897263798676|34.01444141235679;-118.4895252141915|34.01444141235679;-118.4895252141915|34.014319132201685,
">LAM>METRORAILBUS",130,Vermont/Sunset,,"#FF250D",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48970492219549|34.014625943893805;-118.48970492219549|34.01475933993586;-118.48953862523655|34.01475933993586;-118.48953862523655|34.014625943893805,
">LAM>METRORAILBUS",131,Hollywood/Western,,"#FF250D",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.4898524436913|34.01489495903039;-118.4898524436913|34.01504614071646;-118.4896727356873|34.01504614071646;-118.4896727356873|34.01489495903039,
">LAM>METRORAILBUS",132,Hollywood/Vine,,"#FF250D",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.49013944005588|34.01513951750571;-118.49013944005588|34.01526846623634;-118.48995704984287|34.01526846623634;-118.48995704984287|34.01513951750571,
">LAM>METRORAILBUS",133,Hollywood/Highland,,"#FF250D",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.49040766095739|34.01537073577998;-118.49040766095739|34.015506353897834;-118.49023331737143|34.015506353897834;-118.49023331737143|34.01537073577998,
">LAM>METRORAILBUS",134,Universal City,,"#FF250D",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.49068929290397|34.01559973018089;-118.49068929290397|34.01574646413253;-118.49050690269094|34.01574646413253;-118.49050690269094|34.01559973018089,
">LAM>METRORAILBUS",135,N Hollywood (Orange),,"#FF8E4D",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.4910943064652|34.01598435045459;-118.49093873834234|34.01598435045459;-118.49093873834234|34.015826500726504;-118.4910943064652|34.015826500726504,
">LAM>METRORAILBUS",136,7th St/Metro Center (Blue),,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48922480678183|34.01339202056871;-118.48905410734125|34.01339202056871;-118.48905410734125|34.013268416580864;-118.48922480678183|34.013268416580864,
">LAM>METRORAILBUS",137,Pico,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48946352338415|34.01309187434549;-118.48946352338415|34.01324305924239;-118.48923285340884|34.01324305924239;-118.48923285340884|34.01309187434549,
">LAM>METRORAILBUS",138,Grand,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48934282397846|34.01278061047479;-118.48917116260152|34.01278061047479;-118.48917116260152|34.01266055124827;-118.48934282397846|34.01266055124827,
">LAM>METRORAILBUS",139,San Pedro St,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.4890048656426|34.0123781890649;-118.4890048656426|34.01250714198955;-118.48883856868369|34.01250714198955;-118.48883856868369|34.0123781890649,
">LAM>METRORAILBUS",140,Washington,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48877956008533|34.012093602607074;-118.48877956008533|34.01221588596755;-118.48861326312642|34.01221588596755;-118.48861326312642|34.012093602607074,
">LAM>METRORAILBUS",141,Vernon,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48877419566735|34.011826801936564;-118.48877419566735|34.01194686234203;-118.48861594533543|34.01194686234203;-118.48861594533543|34.011826801936564,
">LAM>METRORAILBUS",142,Slauson,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48877687787633|34.0116733911714;-118.48861862754447|34.0116733911714;-118.48861862754447|34.01154888367995;-118.48877687787633|34.01154888367995,
">LAM>METRORAILBUS",143,Florence,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48877687787633|34.011270964513656;-118.48877687787633|34.01137768558109;-118.48861058091738|34.01137768558109;-118.48861058091738|34.011270964513656,
">LAM>METRORAILBUS",144,Firestone,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48879297113041|34.010990821073406;-118.48879297113041|34.01111532938317;-118.48861862754447|34.01111532938317;-118.48861862754447|34.010990821073406,
">LAM>METRORAILBUS",145,Willowbrook (Blue),,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48870445823295|34.010300003960715;-118.48870445823295|34.010468328854266;-118.48846123092102|34.010468328854266;-118.48846123092102|34.010300003960715,
">LAM>METRORAILBUS",1453,1453-TAP LAB,,"#F9F540",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48761320114137|34.01380964472158;-118.48761320114137|34.013938595471586;-118.48745763301851|34.013938595471586;-118.48745763301851|34.01380964472158,
">LAM>METRORAILBUS",146,Compton,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48877956008533|34.010105917469104;-118.48861326312642|34.010105917469104;-118.48861326312642|34.00998140767916;-118.48877956008533|34.00998140767916,
">LAM>METRORAILBUS",147,Artesia,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.4887902889214|34.00970793017826;-118.4887902889214|34.00981910000031;-118.48861594533543|34.00981910000031;-118.48861594533543|34.00970793017826,
">LAM>METRORAILBUS",148,Del Amo,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48879833554845|34.00942778158112;-118.48879833554845|34.009558962388496;-118.48861058091738|34.009558962388496;-118.48861058091738|34.00942778158112,
">LAM>METRORAILBUS",149,Wardlow,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48877687787633|34.00914985547225;-118.48877687787633|34.00926324943455;-118.48861326312642|34.00926324943455;-118.48861326312642|34.00914985547225,
">LAM>METRORAILBUS",150,Willow St,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48878492450339|34.00887415187351;-118.48878492450339|34.00899643987052;-118.48861326312642|34.00899643987052;-118.48861326312642|34.00887415187351,
">LAM>METRORAILBUS",151,Pacific Coast Highway,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48878492450339|34.00858733024415;-118.48878492450339|34.00871406550216;-118.4886078987084|34.00871406550216;-118.4886078987084|34.00858733024415,
">LAM>METRORAILBUS",152,Anaheim St,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48877419566735|34.00831384825343;-118.48877419566735|34.00840945587876;-118.48861594533543|34.00840945587876;-118.48861594533543|34.00831384825343,
">LAM>METRORAILBUS",153,5th Street,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48876078462224|34.0081426436321;-118.48862130975346|34.0081426436321;-118.48862130975346|34.00804925914771;-118.48876078462224|34.00804925914771,
">LAM>METRORAILBUS",154,1st Street,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48876078462224|34.007766881629685;-118.48876078462224|34.00786026642461;-118.48862130975346|34.00786026642461;-118.48862130975346|34.007766881629685,
">LAM>METRORAILBUS",155,155-Transit Mall,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48909378051759|34.00775763234789;-118.48909378051759|34.007895486071114;-118.48886847496034|34.007895486071114;-118.48886847496034|34.00775763234789,
">LAM>METRORAILBUS",156,Pacific Av,,"#3388FF",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48904509877784|34.00804258882348;-118.48904509877784|34.00814486707097;-118.48890294170002|34.00814486707097;-118.48890294170002|34.00804258882348,
">LAM>METRORAILBUS",157,Union Station (Gold),,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48771204089742|34.013634360078356;-118.48771204089742|34.0137744275529;-118.48757524823765|34.0137744275529;-118.48757524823765|34.013634360078356,
">LAM>METRORAILBUS",158,Chinatown,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48775495624166|34.01407679464662;-118.48775495624166|34.01420129843105;-118.48757793044668|34.01420129843105;-118.48757793044668|34.01407679464662,
">LAM>METRORAILBUS",159,Lincoln/Cypress,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48774422740561|34.0143569279048;-118.48774422740561|34.014476984732504;-118.4875993881188|34.014476984732504;-118.4875993881188|34.0143569279048,
">LAM>METRORAILBUS",160,Heritage Square,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48774690961463|34.014641506776165;-118.48774690961463|34.014766009732455;-118.48758865928275|34.014766009732455;-118.48758865928275|34.014641506776165,
">LAM>METRORAILBUS",161,Southwest Museum,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48775495624166|34.01491496838665;-118.48775495624166|34.015037247683566;-118.48758597707373|34.015037247683566;-118.48758597707373|34.01491496838665,
">LAM>METRORAILBUS",162,Highland Park,,"#FFD940",>LAM>METRORAILBUS>METRORAIL,>LAM>STATION,>LAM>METRORAILBUS>ON-SITE,-118.48774154519657|34.015299591762655;-118.48758329486469|34.015299591762655;-118.48758329486469|34.015192875624905;-118.48774154519657|34.015192875624905,
