Group,Code,Name,Description,Lat Origin,Lon Origin,Alt Origin,Declination,Lat Origin Nominal,Lon Origin Nominal,Lon Min,Lon Max,Lat Min,Lat Max,X Nominal,Y Nominal,Opacity,Rotation Degree,LocalMap Points,Image Unit,Image Width,Image Height,Image Name
">LAM>METRORAILBUS",METRORAIL,MetroRail,,34.00467,-118.49664,0.0,0.0,34.00467,-118.49664,-118.49663659802249,-118.48194903697701,34.004671355486465,34.020428439908045,0.0,0.0,100,0.0,-118.496637|34.004671;-118.481949|34.004671;-118.481949|34.020428;-118.496637|34.020428,ft,4447.010435690911,5754.954681482356,>TENANT_CODE>METRORAILBUS__METRORAIL.png
